line_no,name,building_type,start_dynasty,start_year,century,century_num,province,address,start_time_confidence,建筑结构体系_terms,建筑材料_terms,建筑功能_terms,营造技艺_terms,建筑空间布局_terms,material_categories
2087,澧县多安桥,桥梁,清,1784,18世纪,18,湖南省,湖南省澧县,0.95,连拱结构;石拱桥;十一孔拱桥,石材;石质,交通桥梁;通行功能;危桥限行,木桩地钉基础;舟形桥墩;台阶内收砌筑,西北—东南走向;弧形桥身;十一拱九墩两台,石材类
2090,桃树湾刘氏大屋,民居,清,1849,19世纪,19,湖南省,湖南省浏阳市,0.99,砖木结构;土木结构;硬山顶;封火墙,青瓦;三合土;砖;木材,私塾;粮仓;神坛;校舍,版筑,四进院落;三条轴线;中轴序列;回廊连接,土类;木材类;砖瓦类
2092,宝镜何家大院,民居,清,1644,17世纪,17,湖南省,湖南省江华瑶族自治县,0.75,木构架;穿斗式,青砖;木材;灰瓦,宗祠,雕花门窗;马头墙,八字门楼;走马吊楼;明远楼;围姊地;多进院落,木材类;砖瓦类
2097,联丰花萼楼,民居,明,1608,17世纪,17,广东省,广东省大埔县,0.98,土木结构;圆形土楼;三环楼层,夯土;木梁;灰瓦;花岗岩;铁皮,家族居住;防御功能;生活设施配套,夯土筑墙;木构屋架,三环同心布局;圆形天井;中心古井;鹅卵石铺地,土类;木材类;石材类;砖瓦类;金属类
2102,大埔泰安楼,民居,清,1763,18世纪,18,广东省,广东省大埔县,0.98,方形土楼;石方楼;楼中有屋,生土;石材;青砖,家族聚居;民居建筑;人文博物馆,夯土筑墙;石砌基础;木构架承重,围院结构;中轴对称;环抱式布局;三进院落,土类;石材类;砖瓦类
2104,龙门鹤湖围,民居,清,1863,19世纪,19,广东省,广东省龙门县,0.98,围楼结构;三堂四横;碉楼;望楼;斗门,生土;砖石,防御性;居住功能;祠堂功能,夯土技术;通廊式营造,三堂四横一外围;坐西北向东南;通廊房布局;中心望楼布局,土类;石材类;砖瓦类
2105,大埔光禄第,民居,清,1908,20世纪,20,广东省,广东省大埔县,0.98,土木结构;三堂四横一围;三进院落;围屋,生土;木材,居住;书斋;花园;私人码头,夯土墙;穿斗式木构架;天井排水系统,多厅多井;坐南向北;背山面水;四横一围,土类;木材类
2106,桂林静江府城墙,官府,唐,618,7世纪,7,广西壮族自治区,广西壮族自治区桂林市叠彩区、秀峰区,0.92,石砌城墙;月城;瓮城;护城河,大型石块;石材,军事防御;城池守御;抗洪防攻,石砌工艺;城墙砌筑,子城-外城结构;南北主干道;东西主干道;城门对位布局;隔墙分域,石材类
2109,贺州江氏客家围屋,民居,清,1885,19世纪,19,广西壮族自治区,广西壮族自治区贺州市八步区,0.95,围院结构;对称布局,青石;賀州白;石材,客家民宅;历史见证物;清代民居,传统砌筑;石构技艺,中轴对称;四堂四横;天井院落,石材类
2112,琼山侯家大院,民居,清,1875,19世纪,19,海南省,海南省海口市琼山区,0.98,砖木混合结构;四进式正屋;三进式正屋;横屋,坤甸木;菠萝蜜木;花梨木;灰塑;彩绘,客厅;卧房;神龛;屏风,木雕;彩绘;吉祥纹样雕刻;传统雕刻技艺,四进式布局;三进式布局;横屋布局;琼北民居布局,木材类
2114,湾底谭氏民居,民居,清,1662,17世纪,17,重庆市,重庆市石柱土家族自治县,0.95,穿斗式;砖木结构;悬山式屋顶,石材;砖;木材,民居;居住;家族聚居,石刻;彩绘;封火墙;地方传统营造技艺,四合院;中轴对称;多进院落;天井,木材类;石材类;砖瓦类
2125,井研雷氏民居,民居,清,1736,18世纪,18,四川省,四川省井研县,0.85,穿斗式;四合院;对称布局,石材;木材;砖石,家族宅第;民居;官宅,木雕;石雕;穿斗式构架,四进院落;天井布局;背山面水;层层递升,木材类;石材类;砖瓦类
2126,屏山龙氏山庄,民居,清,1644,17世纪,17,四川省,四川省屏山县,0.85,阶梯式结构;风火墙;碉楼结构,砖石;木材,生活防御复合功能;官宦宅第;家族聚居,依山就势营造;高差处理技艺,品字形布局;阶梯式布局;前低后高格局;坐西向东朝向,木材类;石材类;砖瓦类
2139,云南提督府旧址,官府,清,1662,17世纪,17,云南省,云南省大理市,0.85,四合院式;五开间正房;三间厢房;迥栏转角,青砖;木构架;灰瓦,府衙;军事指挥机构;元帅府;博物馆,抬梁式;硬山顶工艺;台基砌筑,坐西向东;四合院格局;轴线序列;西南角附属房;后花园布局,木材类;砖瓦类
2140,叶枝土司衙署,官府,清,1662,17世纪,17,云南省,云南省维西傈僳族自治县,0.85,四合院;三坊一照壁;四合五天井,青石;木材;彩绘壁画,官邸;政教中心;卫队室;黑神殿,飞檐斗拱;雕梁画柱;精雕格扇;彩绘壁画,二进大院;四合院;三坊一照壁;四合五天井,木材类;石材类
2141,洄澜桥阁,桥梁,清,1736,18世纪,18,云南省,云南省石屏县,0.95,重檐攒尖顶;重檐歇山顶;抬梁式;三斗三拱;单孔石拱桥,青砖;木材;砖石,水利工程;水利设施,斗拱雕刻;花枋雕刻,五开间;八角亭;左右两阁并立,木材类;石材类;砖瓦类
2145,海口川字闸,桥梁,清,1836,19世纪,19,云南省,云南省昆明市西山区,0.99,石砌拱券结构;多孔闸桥;三段式布局,石材;木板;填土,蓄水;泄洪;灌溉;通行,纵联砌置法;竖向沟槽插板技术,川字形布局;三股河道分跨;闸桥连岛,土类;木材类;石材类
2146,建水学政考棚,官府,明,1389,14世纪,14,云南省,云南省建水县,0.95,抬梁式;穿斗式,木材;砖石,考场;学政公署;文场,木构架营造;对称布局施工,六进院落;中轴对称;坐北朝南,木材类;石材类;砖瓦类
2147,同乐傈僳族民居建筑群,民居,清,1825,19世纪,19,云南省,云南省维西傈僳族自治县,0.85,井干式;木结构;楼式;落地式,圆木;木瓦;石块;木条,生活区;牲畜圈养;农具堆放;附属用房,井字形摞叠;木瓦铺设;压石防风,依山层叠;南向坡地;面东布局;居山不居坝,木材类;石材类;砖瓦类
2152,达律王府,宫殿,元,1271,13世纪,13,西藏自治区,西藏自治区贡觉县,0.85,石木混合结构;土木混合结构;平屋顶,石材;木材;生土,宫殿;王府,彩绘天花;壁画装饰;元代佛像画风,长方形平面;集中式布局,土类;木材类;石材类
2160,蒲城考院,官府,明,1644,17世纪,17,陕西省,陕西省蒲城县,0.95,抬梁式;穿斗式,砖石;木材;生土,科举考场;考院,传统修缮;原貌复建,中轴对称;围院结构;号舍布局;影壁辕门,土类;木材类;石材类;砖瓦类
2161,米脂常氏庄园,民居,清,1908,20世纪,20,陕西省,陕西省米脂县,0.95,合院式;砖木结构,石室;石刻,历史价值;艺术价值;科学价值,传统合院营造;砖雕工艺,坐北朝南;三座院落;围院结构,石材类
2169,张掖高总兵宅院,官府,清,1662,17世纪,17,甘肃省,甘肃省张掖市甘州区,0.85,砖木结构;硬山顶;单檐;面阔五间;进深三间,砖;木材,府第;军事长官司衙;清代官邸,抬梁式;榫卯结构;四合院营造法,两进四合院;中轴对称;坐北向南;一进二院;绕廊,木材类;砖瓦类
